accounts:1742,bookEntries:1742;depositAmount:4806;depositAmount:int;deposit;false
accounts:779,bookEntries:779;depositAmount:7762;depositAmount:int;deposit;false
accounts:1982:1681,bookEntries:1982:1681;transferAmount:1340;transferAmount:int;transfer;false
accounts:877:404,bookEntries:877:404;transferAmount:389;transferAmount:int;transfer;false
accounts:36:534,bookEntries:36:534;transferAmount:4149;transferAmount:int;transfer;false
accounts:1935:2090,bookEntries:1935:2090;transferAmount:40;transferAmount:int;transfer;false
accounts:1128,bookEntries:1128;depositAmount:2151;depositAmount:int;deposit;false
accounts:1966:1876,bookEntries:1966:1876;transferAmount:1477;transferAmount:int;transfer;false
accounts:750:548,bookEntries:750:548;transferAmount:9553;transferAmount:int;transfer;false
accounts:226,bookEntries:226;depositAmount:5375;depositAmount:int;deposit;false
accounts:27,bookEntries:27;depositAmount:9503;depositAmount:int;deposit;false
accounts:3970:3779,bookEntries:3970:3779;transferAmount:4210;transferAmount:int;transfer;true
accounts:4060,bookEntries:4060;depositAmount:5799;depositAmount:int;deposit;false
accounts:2818:2558,bookEntries:2818:2558;transferAmount:3613;transferAmount:int;transfer;false
accounts:3128,bookEntries:3128;depositAmount:5472;depositAmount:int;deposit;false
accounts:3551,bookEntries:3551;depositAmount:3484;depositAmount:int;deposit;false
accounts:3680,bookEntries:3680;depositAmount:6640;depositAmount:int;deposit;false
accounts:1834,bookEntries:1834;depositAmount:3407;depositAmount:int;deposit;false
accounts:197:129,bookEntries:197:129;transferAmount:4307;transferAmount:int;transfer;false
accounts:3729,bookEntries:3729;depositAmount:6020;depositAmount:int;deposit;false
accounts:3339:2884,bookEntries:3339:2884;transferAmount:3626;transferAmount:int;transfer;false
accounts:1899:1792,bookEntries:1899:1792;transferAmount:5175;transferAmount:int;transfer;false
accounts:1742:1385,bookEntries:1742:1385;transferAmount:3352;transferAmount:int;transfer;false
accounts:1617,bookEntries:1617;depositAmount:9820;depositAmount:int;deposit;false
accounts:779:279,bookEntries:779:279;transferAmount:614;transferAmount:int;transfer;false
accounts:4321,bookEntries:4321;depositAmount:9437;depositAmount:int;deposit;false
accounts:720,bookEntries:720;depositAmount:6670;depositAmount:int;deposit;false
accounts:270,bookEntries:270;depositAmount:3677;depositAmount:int;deposit;false
accounts:1128:2111,bookEntries:1128:2111;transferAmount:6555;transferAmount:int;transfer;false
accounts:226:308,bookEntries:226:308;transferAmount:8308;transferAmount:int;transfer;true
accounts:1661,bookEntries:1661;depositAmount:5731;depositAmount:int;deposit;false
accounts:1883,bookEntries:1883;depositAmount:2181;depositAmount:int;deposit;false
accounts:128,bookEntries:128;depositAmount:7464;depositAmount:int;deposit;false
accounts:548,bookEntries:548;depositAmount:8540;depositAmount:int;deposit;false
accounts:3324,bookEntries:3324;depositAmount:8344;depositAmount:int;deposit;false
accounts:27:634,bookEntries:27:634;transferAmount:2938;transferAmount:int;transfer;false
accounts:4000,bookEntries:4000;depositAmount:1512;depositAmount:int;deposit;false
accounts:1289,bookEntries:1289;depositAmount:6751;depositAmount:int;deposit;false
accounts:2465,bookEntries:2465;depositAmount:333;depositAmount:int;deposit;false
accounts:814,bookEntries:814;depositAmount:3983;depositAmount:int;deposit;false
accounts:4060:3909,bookEntries:4060:3909;transferAmount:1375;transferAmount:int;transfer;false
accounts:3128:2465,bookEntries:3128:2465;transferAmount:9130;transferAmount:int;transfer;false
accounts:2490,bookEntries:2490;depositAmount:8891;depositAmount:int;deposit;false
accounts:3551:3923,bookEntries:3551:3923;transferAmount:1378;transferAmount:int;transfer;false
accounts:3680:3504,bookEntries:3680:3504;transferAmount:9010;transferAmount:int;transfer;false
accounts:3475,bookEntries:3475;depositAmount:346;depositAmount:int;deposit;false
accounts:1834:1701,bookEntries:1834:1701;transferAmount:8254;transferAmount:int;transfer;false
accounts:1195,bookEntries:1195;depositAmount:4383;depositAmount:int;deposit;false
accounts:2908,bookEntries:2908;depositAmount:131;depositAmount:int;deposit;false
accounts:3729:3654,bookEntries:3729:3654;transferAmount:2719;transferAmount:int;transfer;false
accounts:343,bookEntries:343;depositAmount:5537;depositAmount:int;deposit;false
accounts:2773,bookEntries:2773;depositAmount:8773;depositAmount:int;deposit;false
accounts:1617:2118,bookEntries:1617:2118;transferAmount:7322;transferAmount:int;transfer;false
accounts:144,bookEntries:144;depositAmount:850;depositAmount:int;deposit;false
accounts:557,bookEntries:557;depositAmount:6069;depositAmount:int;deposit;false
accounts:20,bookEntries:20;depositAmount:7906;depositAmount:int;deposit;false
accounts:4321:3683,bookEntries:4321:3683;transferAmount:2735;transferAmount:int;transfer;false
accounts:43,bookEntries:43;depositAmount:8879;depositAmount:int;deposit;true
accounts:55,bookEntries:55;depositAmount:3770;depositAmount:int;deposit;false
accounts:720:215,bookEntries:720:215;transferAmount:2765;transferAmount:int;transfer;false
accounts:270:556,bookEntries:270:556;transferAmount:3045;transferAmount:int;transfer;false
accounts:399,bookEntries:399;depositAmount:7998;depositAmount:int;deposit;false
accounts:1661:1930,bookEntries:1661:1930;transferAmount:2447;transferAmount:int;transfer;false
accounts:1262,bookEntries:1262;depositAmount:7008;depositAmount:int;deposit;false
accounts:1883:1789,bookEntries:1883:1789;transferAmount:7025;transferAmount:int;transfer;false
accounts:128:965,bookEntries:128:965;transferAmount:9315;transferAmount:int;transfer;false
accounts:548:751,bookEntries:548:751;transferAmount:133;transferAmount:int;transfer;false
accounts:3324:2806,bookEntries:3324:2806;transferAmount:6687;transferAmount:int;transfer;false
accounts:4000:4009,bookEntries:4000:4009;transferAmount:2809;transferAmount:int;transfer;false
accounts:1289:1626,bookEntries:1289:1626;transferAmount:863;transferAmount:int;transfer;false
accounts:2465:3215,bookEntries:2465:3215;transferAmount:7710;transferAmount:int;transfer;false
accounts:2131,bookEntries:2131;depositAmount:1290;depositAmount:int;deposit;false
accounts:2405,bookEntries:2405;depositAmount:6361;depositAmount:int;deposit;false
accounts:814:667,bookEntries:814:667;transferAmount:4643;transferAmount:int;transfer;false
accounts:2490:3001,bookEntries:2490:3001;transferAmount:5076;transferAmount:int;transfer;false
accounts:3475:3590,bookEntries:3475:3590;transferAmount:1594;transferAmount:int;transfer;false
accounts:855,bookEntries:855;depositAmount:5727;depositAmount:int;deposit;false
accounts:1195:1929,bookEntries:1195:1929;transferAmount:401;transferAmount:int;transfer;false
accounts:3438,bookEntries:3438;depositAmount:8805;depositAmount:int;deposit;true
accounts:4292,bookEntries:4292;depositAmount:987;depositAmount:int;deposit;false
accounts:2908:2917,bookEntries:2908:2917;transferAmount:1047;transferAmount:int;transfer;false
accounts:4243,bookEntries:4243;depositAmount:31;depositAmount:int;deposit;false
accounts:2133,bookEntries:2133;depositAmount:1483;depositAmount:int;deposit;false
accounts:2240,bookEntries:2240;depositAmount:8582;depositAmount:int;deposit;false
accounts:3903,bookEntries:3903;depositAmount:2657;depositAmount:int;deposit;false
accounts:2298,bookEntries:2298;depositAmount:2313;depositAmount:int;deposit;false
accounts:2538,bookEntries:2538;depositAmount:9064;depositAmount:int;deposit;true
accounts:343:260,bookEntries:343:260;transferAmount:4602;transferAmount:int;transfer;false
accounts:2773:2510,bookEntries:2773:2510;transferAmount:4990;transferAmount:int;transfer;false
accounts:144:986,bookEntries:144:986;transferAmount:4561;transferAmount:int;transfer;false
accounts:557:576,bookEntries:557:576;transferAmount:7759;transferAmount:int;transfer;false
accounts:4267,bookEntries:4267;depositAmount:1319;depositAmount:int;deposit;false
accounts:20:993,bookEntries:20:993;transferAmount:6475;transferAmount:int;transfer;false
accounts:4065,bookEntries:4065;depositAmount:8133;depositAmount:int;deposit;false
accounts:43:805,bookEntries:43:805;transferAmount:4542;transferAmount:int;transfer;false
accounts:2613,bookEntries:2613;depositAmount:9845;depositAmount:int;deposit;false
accounts:3249,bookEntries:3249;depositAmount:3557;depositAmount:int;deposit;false
accounts:55:664,bookEntries:55:664;transferAmount:6844;transferAmount:int;transfer;false
accounts:399:501,bookEntries:399:501;transferAmount:2680;transferAmount:int;transfer;false
accounts:2749,bookEntries:2749;depositAmount:7879;depositAmount:int;deposit;false
accounts:4484,bookEntries:4484;depositAmount:7899;depositAmount:int;deposit;false
accounts:1262:1774,bookEntries:1262:1774;transferAmount:9454;transferAmount:int;transfer;false
accounts:2131:1469,bookEntries:2131:1469;transferAmount:8175;transferAmount:int;transfer;false
accounts:2405:3236,bookEntries:2405:3236;transferAmount:311;transferAmount:int;transfer;false
accounts:855:804,bookEntries:855:804;transferAmount:2643;transferAmount:int;transfer;false
accounts:3438:3931,bookEntries:3438:3931;transferAmount:9952;transferAmount:int;transfer;false
accounts:2036,bookEntries:2036;depositAmount:9888;depositAmount:int;deposit;false
accounts:4292:4340,bookEntries:4292:4340;transferAmount:558;transferAmount:int;transfer;false
accounts:2983,bookEntries:2983;depositAmount:2131;depositAmount:int;deposit;false
accounts:4243:4126,bookEntries:4243:4126;transferAmount:3240;transferAmount:int;transfer;false
accounts:763,bookEntries:763;depositAmount:4472;depositAmount:int;deposit;false
accounts:2133:1641,bookEntries:2133:1641;transferAmount:6371;transferAmount:int;transfer;false
accounts:2240:1551,bookEntries:2240:1551;transferAmount:2896;transferAmount:int;transfer;false
accounts:3903:4042,bookEntries:3903:4042;transferAmount:9875;transferAmount:int;transfer;false
accounts:2298:2826,bookEntries:2298:2826;transferAmount:4435;transferAmount:int;transfer;false
accounts:1716,bookEntries:1716;depositAmount:29;depositAmount:int;deposit;false
accounts:2538:3243,bookEntries:2538:3243;transferAmount:9427;transferAmount:int;transfer;false
accounts:228,bookEntries:228;depositAmount:4752;depositAmount:int;deposit;false
accounts:4267:3635,bookEntries:4267:3635;transferAmount:2692;transferAmount:int;transfer;false
accounts:4065:4361,bookEntries:4065:4361;transferAmount:4743;transferAmount:int;transfer;false
accounts:2613:3055,bookEntries:2613:3055;transferAmount:3640;transferAmount:int;transfer;false
accounts:1388,bookEntries:1388;depositAmount:3704;depositAmount:int;deposit;false
accounts:3955,bookEntries:3955;depositAmount:4863;depositAmount:int;deposit;false
accounts:243,bookEntries:243;depositAmount:3310;depositAmount:int;deposit;false
accounts:353,bookEntries:353;depositAmount:9329;depositAmount:int;deposit;false
accounts:1876,bookEntries:1876;depositAmount:1293;depositAmount:int;deposit;false
accounts:3249:2914,bookEntries:3249:2914;transferAmount:930;transferAmount:int;transfer;false
accounts:4254,bookEntries:4254;depositAmount:1769;depositAmount:int;deposit;false
accounts:1295,bookEntries:1295;depositAmount:3224;depositAmount:int;deposit;false
accounts:2749:2751,bookEntries:2749:2751;transferAmount:9691;transferAmount:int;transfer;false
accounts:816,bookEntries:816;depositAmount:8275;depositAmount:int;deposit;false
accounts:763,bookEntries:763;depositAmount:1142;depositAmount:int;deposit;false
accounts:2134,bookEntries:2134;depositAmount:5747;depositAmount:int;deposit;false
accounts:4484:3951,bookEntries:4484:3951;transferAmount:239;transferAmount:int;transfer;false
accounts:2036:1608,bookEntries:2036:1608;transferAmount:6836;transferAmount:int;transfer;false
accounts:295,bookEntries:295;depositAmount:7500;depositAmount:int;deposit;false
accounts:2849,bookEntries:2849;depositAmount:8512;depositAmount:int;deposit;false
accounts:1532,bookEntries:1532;depositAmount:8163;depositAmount:int;deposit;false
accounts:4395,bookEntries:4395;depositAmount:6402;depositAmount:int;deposit;false
accounts:1913,bookEntries:1913;depositAmount:4690;depositAmount:int;deposit;false
accounts:859,bookEntries:859;depositAmount:961;depositAmount:int;deposit;false
accounts:2889,bookEntries:2889;depositAmount:7410;depositAmount:int;deposit;false
accounts:2983:3054,bookEntries:2983:3054;transferAmount:9067;transferAmount:int;transfer;false
accounts:2355,bookEntries:2355;depositAmount:1644;depositAmount:int;deposit;false
accounts:3398,bookEntries:3398;depositAmount:2769;depositAmount:int;deposit;false
accounts:268,bookEntries:268;depositAmount:6542;depositAmount:int;deposit;false
accounts:886,bookEntries:886;depositAmount:1758;depositAmount:int;deposit;false
accounts:763:649,bookEntries:763:649;transferAmount:2109;transferAmount:int;transfer;false
accounts:1709,bookEntries:1709;depositAmount:517;depositAmount:int;deposit;false
accounts:1716:2170,bookEntries:1716:2170;transferAmount:1516;transferAmount:int;transfer;false
accounts:45,bookEntries:45;depositAmount:846;depositAmount:int;deposit;false
accounts:1602,bookEntries:1602;depositAmount:4557;depositAmount:int;deposit;false
accounts:3882,bookEntries:3882;depositAmount:1294;depositAmount:int;deposit;false
accounts:1624,bookEntries:1624;depositAmount:1096;depositAmount:int;deposit;false
accounts:228:344,bookEntries:228:344;transferAmount:4767;transferAmount:int;transfer;false
accounts:3025,bookEntries:3025;depositAmount:8903;depositAmount:int;deposit;false
accounts:1388:1227,bookEntries:1388:1227;transferAmount:2556;transferAmount:int;transfer;false
accounts:329,bookEntries:329;depositAmount:3370;depositAmount:int;deposit;false
accounts:1372,bookEntries:1372;depositAmount:7858;depositAmount:int;deposit;false
accounts:3955:4368,bookEntries:3955:4368;transferAmount:9359;transferAmount:int;transfer;false
accounts:243:516,bookEntries:243:516;transferAmount:2925;transferAmount:int;transfer;false
accounts:353:426,bookEntries:353:426;transferAmount:9412;transferAmount:int;transfer;false
accounts:903,bookEntries:903;depositAmount:3947;depositAmount:int;deposit;false
accounts:176,bookEntries:176;depositAmount:4783;depositAmount:int;deposit;false
accounts:1362,bookEntries:1362;depositAmount:7747;depositAmount:int;deposit;false
accounts:1384,bookEntries:1384;depositAmount:4550;depositAmount:int;deposit;false
accounts:4281,bookEntries:4281;depositAmount:432;depositAmount:int;deposit;false
accounts:1876:1617,bookEntries:1876:1617;transferAmount:8365;transferAmount:int;transfer;false
accounts:4254:4180,bookEntries:4254:4180;transferAmount:549;transferAmount:int;transfer;false
accounts:322,bookEntries:322;depositAmount:9360;depositAmount:int;deposit;false
accounts:1295:1620,bookEntries:1295:1620;transferAmount:4093;transferAmount:int;transfer;false
accounts:816:483,bookEntries:816:483;transferAmount:9610;transferAmount:int;transfer;false
accounts:1781,bookEntries:1781;depositAmount:5069;depositAmount:int;deposit;true
accounts:763:1045,bookEntries:763:1045;transferAmount:6740;transferAmount:int;transfer;false
accounts:3549,bookEntries:3549;depositAmount:2020;depositAmount:int;deposit;false
accounts:3582,bookEntries:3582;depositAmount:1064;depositAmount:int;deposit;false
accounts:2134:1344,bookEntries:2134:1344;transferAmount:1119;transferAmount:int;transfer;false
accounts:2774,bookEntries:2774;depositAmount:9093;depositAmount:int;deposit;false
accounts:3680,bookEntries:3680;depositAmount:2129;depositAmount:int;deposit;false
accounts:1764,bookEntries:1764;depositAmount:5897;depositAmount:int;deposit;false
accounts:295:102,bookEntries:295:102;transferAmount:9178;transferAmount:int;transfer;false
accounts:3093,bookEntries:3093;depositAmount:5151;depositAmount:int;deposit;false
accounts:1258,bookEntries:1258;depositAmount:3385;depositAmount:int;deposit;false
accounts:2849:2899,bookEntries:2849:2899;transferAmount:8576;transferAmount:int;transfer;false
accounts:3061,bookEntries:3061;depositAmount:2471;depositAmount:int;deposit;false
accounts:1455,bookEntries:1455;depositAmount:9716;depositAmount:int;deposit;false
accounts:4106,bookEntries:4106;depositAmount:2163;depositAmount:int;deposit;false
accounts:2744,bookEntries:2744;depositAmount:1079;depositAmount:int;deposit;false
accounts:1532:1134,bookEntries:1532:1134;transferAmount:1838;transferAmount:int;transfer;false
accounts:1466,bookEntries:1466;depositAmount:1088;depositAmount:int;deposit;false
accounts:4395:4039,bookEntries:4395:4039;transferAmount:7952;transferAmount:int;transfer;false
accounts:1913:1608,bookEntries:1913:1608;transferAmount:3244;transferAmount:int;transfer;false
accounts:1395,bookEntries:1395;depositAmount:9658;depositAmount:int;deposit;false
accounts:90,bookEntries:90;depositAmount:1194;depositAmount:int;deposit;false
accounts:859:492,bookEntries:859:492;transferAmount:917;transferAmount:int;transfer;false
accounts:2445,bookEntries:2445;depositAmount:744;depositAmount:int;deposit;false
accounts:2889:2594,bookEntries:2889:2594;transferAmount:4481;transferAmount:int;transfer;false
accounts:3984,bookEntries:3984;depositAmount:9191;depositAmount:int;deposit;false
accounts:2355:2766,bookEntries:2355:2766;transferAmount:6360;transferAmount:int;transfer;false
accounts:785,bookEntries:785;depositAmount:5468;depositAmount:int;deposit;false
accounts:3398:3876,bookEntries:3398:3876;transferAmount:9286;transferAmount:int;transfer;false
accounts:268:495,bookEntries:268:495;transferAmount:2701;transferAmount:int;transfer;false
accounts:2457,bookEntries:2457;depositAmount:3127;depositAmount:int;deposit;false
accounts:886:219,bookEntries:886:219;transferAmount:6714;transferAmount:int;transfer;false
accounts:1106,bookEntries:1106;depositAmount:7211;depositAmount:int;deposit;false
accounts:1709:1616,bookEntries:1709:1616;transferAmount:1808;transferAmount:int;transfer;false
accounts:1893,bookEntries:1893;depositAmount:5428;depositAmount:int;deposit;false
accounts:2418,bookEntries:2418;depositAmount:2174;depositAmount:int;deposit;false
accounts:2833,bookEntries:2833;depositAmount:2575;depositAmount:int;deposit;false
accounts:45:9,bookEntries:45:9;transferAmount:1196;transferAmount:int;transfer;false
accounts:2656,bookEntries:2656;depositAmount:8062;depositAmount:int;deposit;false
accounts:1602:1312,bookEntries:1602:1312;transferAmount:4951;transferAmount:int;transfer;false
accounts:584,bookEntries:584;depositAmount:5238;depositAmount:int;deposit;false
accounts:3882:4179,bookEntries:3882:4179;transferAmount:3775;transferAmount:int;transfer;false
accounts:2631,bookEntries:2631;depositAmount:5386;depositAmount:int;deposit;false
accounts:4106,bookEntries:4106;depositAmount:7141;depositAmount:int;deposit;false
accounts:2304,bookEntries:2304;depositAmount:9350;depositAmount:int;deposit;false
accounts:1624:2117,bookEntries:1624:2117;transferAmount:834;transferAmount:int;transfer;false
accounts:467,bookEntries:467;depositAmount:8351;depositAmount:int;deposit;false
accounts:3045,bookEntries:3045;depositAmount:2336;depositAmount:int;deposit;false
accounts:418,bookEntries:418;depositAmount:5357;depositAmount:int;deposit;false
accounts:3025:2676,bookEntries:3025:2676;transferAmount:7476;transferAmount:int;transfer;false
accounts:1788,bookEntries:1788;depositAmount:1488;depositAmount:int;deposit;false
accounts:1285,bookEntries:1285;depositAmount:5395;depositAmount:int;deposit;false
accounts:329:483,bookEntries:329:483;transferAmount:2769;transferAmount:int;transfer;false
accounts:1372:1829,bookEntries:1372:1829;transferAmount:7538;transferAmount:int;transfer;false
accounts:3628,bookEntries:3628;depositAmount:5715;depositAmount:int;deposit;false
accounts:903:491,bookEntries:903:491;transferAmount:6435;transferAmount:int;transfer;false
accounts:512,bookEntries:512;depositAmount:6769;depositAmount:int;deposit;false
accounts:176:187,bookEntries:176:187;transferAmount:887;transferAmount:int;transfer;false
accounts:2132,bookEntries:2132;depositAmount:8479;depositAmount:int;deposit;false
accounts:1362:1174,bookEntries:1362:1174;transferAmount:4416;transferAmount:int;transfer;false
accounts:2780,bookEntries:2780;depositAmount:5991;depositAmount:int;deposit;false
accounts:2547,bookEntries:2547;depositAmount:780;depositAmount:int;deposit;false
accounts:1148,bookEntries:1148;depositAmount:6771;depositAmount:int;deposit;false
accounts:4046,bookEntries:4046;depositAmount:8166;depositAmount:int;deposit;false
accounts:1384:1959,bookEntries:1384:1959;transferAmount:9536;transferAmount:int;transfer;false
accounts:3770,bookEntries:3770;depositAmount:4060;depositAmount:int;deposit;false
accounts:4281:4024,bookEntries:4281:4024;transferAmount:466;transferAmount:int;transfer;false
accounts:322:992,bookEntries:322:992;transferAmount:6527;transferAmount:int;transfer;false
accounts:1492,bookEntries:1492;depositAmount:5970;depositAmount:int;deposit;false
accounts:1478,bookEntries:1478;depositAmount:9510;depositAmount:int;deposit;false
accounts:1781:1599,bookEntries:1781:1599;transferAmount:4794;transferAmount:int;transfer;false
accounts:3926,bookEntries:3926;depositAmount:4041;depositAmount:int;deposit;false
accounts:3549:3719,bookEntries:3549:3719;transferAmount:2749;transferAmount:int;transfer;false
accounts:3582:3891,bookEntries:3582:3891;transferAmount:7295;transferAmount:int;transfer;false
accounts:2774:2733,bookEntries:2774:2733;transferAmount:3141;transferAmount:int;transfer;false
accounts:103,bookEntries:103;depositAmount:6192;depositAmount:int;deposit;true
accounts:3736,bookEntries:3736;depositAmount:2270;depositAmount:int;deposit;false
accounts:3426,bookEntries:3426;depositAmount:1619;depositAmount:int;deposit;false
accounts:2828,bookEntries:2828;depositAmount:4456;depositAmount:int;deposit;false
accounts:3498,bookEntries:3498;depositAmount:3303;depositAmount:int;deposit;false
accounts:3680:3801,bookEntries:3680:3801;transferAmount:7693;transferAmount:int;transfer;false
accounts:1764:1560,bookEntries:1764:1560;transferAmount:5480;transferAmount:int;transfer;false
accounts:550,bookEntries:550;depositAmount:8039;depositAmount:int;deposit;false
accounts:3093:3295,bookEntries:3093:3295;transferAmount:4168;transferAmount:int;transfer;false
accounts:1258:1319,bookEntries:1258:1319;transferAmount:6470;transferAmount:int;transfer;false
accounts:2758,bookEntries:2758;depositAmount:7616;depositAmount:int;deposit;false
accounts:2782,bookEntries:2782;depositAmount:7755;depositAmount:int;deposit;false
accounts:4092,bookEntries:4092;depositAmount:8533;depositAmount:int;deposit;true
accounts:1354,bookEntries:1354;depositAmount:2725;depositAmount:int;deposit;false
accounts:3061:2352,bookEntries:3061:2352;transferAmount:2440;transferAmount:int;transfer;false
accounts:1455:1407,bookEntries:1455:1407;transferAmount:7882;transferAmount:int;transfer;false
accounts:4106:3858,bookEntries:4106:3858;transferAmount:5738;transferAmount:int;transfer;false
accounts:2059,bookEntries:2059;depositAmount:7804;depositAmount:int;deposit;false
accounts:2372,bookEntries:2372;depositAmount:8785;depositAmount:int;deposit;false
