4000:4009,2809,transfer,false
1289:1626,863,transfer,false
2465:3215,7710,transfer,false
2131,1290,deposit,false
2405,6361,deposit,false
814:667,4643,transfer,false
2490:3001,5076,transfer,false
3475:3590,1594,transfer,false
855,5727,deposit,false
1195:1929,401,transfer,false
3438,8805,deposit,true
4292,987,deposit,false
2908:2917,1047,transfer,false
4243,31,deposit,false
2133,1483,deposit,false
2240,8582,deposit,false
3903,2657,deposit,false
2298,2313,deposit,false
2538,9064,deposit,true
343:260,4602,transfer,false
2773:2510,4990,transfer,false
144:986,4561,transfer,false
557:576,7759,transfer,false
4267,1319,deposit,false
20:993,6475,transfer,false
4065,8133,deposit,false
43:805,4542,transfer,false
2613,9845,deposit,false
3249,3557,deposit,false
55:664,6844,transfer,false
399:501,2680,transfer,false
2749,7879,deposit,false
4484,7899,deposit,false
1262:1774,9454,transfer,false
2131:1469,8175,transfer,false
2405:3236,311,transfer,false
855:804,2643,transfer,false
3438:3931,9952,transfer,false
2036,9888,deposit,false
4292:4340,558,transfer,false
2983,2131,deposit,false
4243:4126,3240,transfer,false
763,4472,deposit,false
2133:1641,6371,transfer,false
2240:1551,2896,transfer,false
3903:4042,9875,transfer,false
2298:2826,4435,transfer,false
1716,29,deposit,false
2538:3243,9427,transfer,false
228,4752,deposit,false
4267:3635,2692,transfer,false
4065:4361,4743,transfer,false
2613:3055,3640,transfer,false
1388,3704,deposit,false
3955,4863,deposit,false
243,3310,deposit,false
353,9329,deposit,false
1876,1293,deposit,false
3249:2914,930,transfer,false
4254,1769,deposit,false
1295,3224,deposit,false
2749:2751,9691,transfer,false
816,8275,deposit,false
763,1142,deposit,false
2134,5747,deposit,false
4484:3951,239,transfer,false
2036:1608,6836,transfer,false
295,7500,deposit,false
2849,8512,deposit,false
1532,8163,deposit,false
4395,6402,deposit,false
1913,4690,deposit,false
859,961,deposit,false
2889,7410,deposit,false
2983:3054,9067,transfer,false
2355,1644,deposit,false
3398,2769,deposit,false
268,6542,deposit,false
886,1758,deposit,false
763:649,2109,transfer,false
1709,517,deposit,false
1716:2170,1516,transfer,false
45,846,deposit,false
1602,4557,deposit,false
3882,1294,deposit,false
1624,1096,deposit,false
228:344,4767,transfer,false
3025,8903,deposit,false
1388:1227,2556,transfer,false
329,3370,deposit,false
1372,7858,deposit,false
3955:4368,9359,transfer,false
243:516,2925,transfer,false
353:426,9412,transfer,false
903,3947,deposit,false
176,4783,deposit,false
1362,7747,deposit,false
1384,4550,deposit,false
4281,432,deposit,false
1876:1617,8365,transfer,false
4254:4180,549,transfer,false
322,9360,deposit,false
1295:1620,4093,transfer,false
816:483,9610,transfer,false
1781,5069,deposit,true
763:1045,6740,transfer,false
3549,2020,deposit,false
3582,1064,deposit,false
2774,9093,deposit,false
3680,2129,deposit,false
1764,5897,deposit,false
295:102,9178,transfer,false
3093,5151,deposit,false
1258,3385,deposit,false
2849:2899,8576,transfer,false
3061,2471,deposit,false
1455,9716,deposit,false
4106,2163,deposit,false
2744,1079,deposit,false
1532:1134,1838,transfer,false
1466,1088,deposit,false
4395:4039,7952,transfer,false
1913:1608,3244,transfer,false
1395,9658,deposit,false
90,1194,deposit,false
859:492,917,transfer,false
2445,744,deposit,false
2889:2594,4481,transfer,false
3984,9191,deposit,false
2355:2766,6360,transfer,false
785,5468,deposit,false
3398:3876,9286,transfer,false
268:495,2701,transfer,false
2457,3127,deposit,false
886:219,6714,transfer,false
1106,7211,deposit,false
1709:1616,1808,transfer,false
1893,5428,deposit,false
2418,2174,deposit,false
2833,2575,deposit,false
45:9:9,1196,transfer,false
2656,8062,deposit,false
1602:1312,4951,transfer,false
584,5238,deposit,false
3882:4179,3775,transfer,false
2631,5386,deposit,false
4106,7141,deposit,false
2304,9350,deposit,false
1624:2117,834,transfer,false
467,8351,deposit,false
3045,2336,deposit,false
418,5357,deposit,false
3025:2676,7476,transfer,false
1788,1488,deposit,false
1285,5395,deposit,false
329:483,2769,transfer,false
1372:1829,7538,transfer,false
3628,5715,deposit,false
903:491,6435,transfer,false
512,6769,deposit,false
176:187,887,transfer,false
2132,8479,deposit,false
1362:1174,4416,transfer,false
2780,5991,deposit,false
2547,780,deposit,false
1148,6771,deposit,false
4046,8166,deposit,false
1384:1959,9536,transfer,false
3770,4060,deposit,false
4281:4024,466,transfer,false
322:992,6527,transfer,false
1492,5970,deposit,false
1478,9510,deposit,false
1781:1599,4794,transfer,false
3926,4041,deposit,false
3549:3719,2749,transfer,false
3582:3891,7295,transfer,false
2774:2733,3141,transfer,false
103,6192,deposit,true
3736,2270,deposit,false
3426,1619,deposit,false
2828,4456,deposit,false
3498,3303,deposit,false
3680:3801,7693,transfer,false
1764:1560,5480,transfer,false
550,8039,deposit,false
3093:3295,4168,transfer,false
1258:1319,6470,transfer,false
2758,7616,deposit,false
2782,7755,deposit,false
4092,8533,deposit,true
1354,2725,deposit,false
3061:2352,2440,transfer,false
1455:1407,7882,transfer,false
4106:3858,5738,transfer,false
2059,7804,deposit,false
2372,8785,deposit,false
2449,1061,deposit,false
3989,113,deposit,false
2744:2742,943,transfer,false
1466:1181,1546,transfer,false
1395:1131,7087,transfer,false
2881,978,deposit,true
90:704,9327,transfer,false
176,5960,deposit,false
4011,8282,deposit,false
2445:2745,2516,transfer,false
4398,8452,deposit,false
2770,6131,deposit,false
1853,621,deposit,false
3984:4420,8596,transfer,false
1328,5844,deposit,false
785:49:49,8590,transfer,false
2457:2469,7520,transfer,false
1106:834,6960,transfer,false
3184,4400,deposit,false
1893:2140,8594,transfer,false
4334,7753,deposit,false
2,9040,deposit,false
3496,7007,deposit,false
2418:2259,6151,transfer,false
2833:2733,3151,transfer,false
2064,3122,deposit,false
2656:2741,195,transfer,false
584:474,3248,transfer,true
2631:2437,444,transfer,false
4106:3477,1936,transfer,false
2304:3242,9400,transfer,false
858,7553,deposit,false
3771,9889,deposit,false
50,8657,deposit,false
467:435,5212,transfer,false
2575,7312,deposit,false
3045:2954,386,transfer,false
2837,3080,deposit,false
1167,2025,deposit,false
2504,5845,deposit,false
89,3072,deposit,false
2554,8572,deposit,false
418:194,9790,transfer,false
1788:1907,8160,transfer,false
1285:2012,2694,transfer,false
3628:3867,6821,transfer,false
1561,3580,deposit,false
980,7621,deposit,false
512:282,9165,transfer,false
2132:2045,7343,transfer,false
2702,844,deposit,false
2780:2299,565,transfer,false
1081,185,deposit,false
2547:3084,6734,transfer,false
2985,1966,deposit,false
1148:1583,4332,transfer,true
2735,5813,deposit,false
3408,2382,deposit,false
2266,3294,deposit,false
4046:3870,6114,transfer,false
1509,1226,deposit,false
3770:3594,4070,transfer,false
1506,432,deposit,false
1492:2057,9776,transfer,false
1478:1529,4634,transfer,false
3926:3384,5112,transfer,false
103:56:56,6060,transfer,true
3736:3858,7521,transfer,false
3426:3866,9308,transfer,false
126,695,deposit,false
3423,1107,deposit,false
284,9843,deposit,false
3415,3890,deposit,false
2177,1925,deposit,false
2828:2724,7391,transfer,false
1007,8024,deposit,false
3498:3562,1509,transfer,false
157,3496,deposit,false
550:6:6,3401,transfer,false
2758:2685,8973,transfer,false
4164,1585,deposit,false
2782:2444,2104,transfer,false
4092:4367,5349,transfer,false
1354:2205,2117,transfer,false
1088,7355,deposit,false
2059:1305,7047,transfer,false
3160,3305,deposit,false
205,6594,deposit,false
476,6671,deposit,false
1314,5869,deposit,false
3948,2443,deposit,false
2372:2532,178,transfer,false
1543,119,deposit,false
1658,6207,deposit,false
2449:2306,9368,transfer,false
3989:4079,9170,transfer,false
2881:2256,3686,transfer,false
176:1015,8491,transfer,false
1885,3778,deposit,false
4011:3424,8705,transfer,false
4398:4209,7556,transfer,false
2770:3265,8546,transfer,false
1853:1192,8434,transfer,false
2126,3603,deposit,false
1328:1540,739,transfer,false
3184:3032,6451,transfer,false
3848,8988,deposit,false
4334:3849,1025,transfer,false
2:782,5166,transfer,false
3271,2496,deposit,false
3496:3810,4513,transfer,false
4361,649,deposit,false
3644,8001,deposit,false
2064:1595,5087,transfer,false
2191,253,deposit,false
858:887,7574,transfer,false
3222,7060,deposit,false
2566,6414,deposit,false
4468,1569,deposit,false
519,2143,deposit,false
3771:3569,8419,transfer,true
3115,9155,deposit,false
3072,524,deposit,false
1625,6500,deposit,false
3454,696,deposit,false
3430,9551,deposit,false
50:920,3108,transfer,false
2575:3137,3610,transfer,false
180,6632,deposit,false
4123,927,deposit,false
956,1634,deposit,false
34,6517,deposit,false
2837:3170,9420,transfer,false
1167:1157,8846,transfer,false
2504:2708,9130,transfer,false
2781,4076,deposit,false
89:458,5830,transfer,false
2554:3182,282,transfer,false
1561:1262,8615,transfer,false
980:932,3149,transfer,true
2702:2654,9428,transfer,false
648,9681,deposit,false
1081:404,8806,transfer,false
2985:3330,6766,transfer,false
2735:2430,2210,transfer,false
3889,3575,deposit,false
3408:3657,5402,transfer,false
2266:2317,9565,transfer,false
2652,6760,deposit,true
3424,7527,deposit,false
83,1133,deposit,false
1509:1956,5988,transfer,false
2063,963,deposit,false
1506:2125,7060,transfer,false
126:1080,8631,transfer,false
1771,9885,deposit,false
3423:3431,432,transfer,false
2202,7003,deposit,false
284:180,9480,transfer,false
3415:3381,3117,transfer,true
48,9156,deposit,false
1990,8550,deposit,false
2177:1447,5616,transfer,false
1007:67:67,9007,transfer,false
157:415,9816,transfer,false
4164:4390,766,transfer,false
1088:470,1006,transfer,false
505,6944,deposit,false
3672,4161,deposit,false
2719,5870,deposit,false
3160:2665,9142,transfer,false
205:32:32,4610,transfer,true
1755,4556,deposit,false
476:137,4976,transfer,false
167,3485,deposit,false
464,4256,deposit,false
1314:1741,3526,transfer,false
741,2854,deposit,false
232,4255,deposit,false
1757,4444,deposit,false
492,3258,deposit,false
3948:4157,4935,transfer,true
11,7568,deposit,false
1543:1328,1080,transfer,false
1658:1747,8869,transfer,false
3713,7076,deposit,false
3232,7247,deposit,false
1788,5935,deposit,false
567,6708,deposit,false
1885:1993,1046,transfer,false
2487,2679,deposit,false
2126:1423,5455,transfer,false
3267,718,deposit,false
873,2485,deposit,false
2202,4881,deposit,false
3848:4262,597,transfer,false
2397,1837,deposit,false
4268,327,deposit,false
2857,7044,deposit,false
3271:2720,7268,transfer,false
2271,6726,deposit,false
4361:4295,8450,transfer,false
2526,8189,deposit,false
3644:3833,1411,transfer,false
2191:1852,1529,transfer,false
3686,1520,deposit,false
2519,7545,deposit,false
967,1874,deposit,false
3222:2282,4483,transfer,false
2851,5438,deposit,false
99,4064,deposit,false
2566:2387,3913,transfer,false
4468:4307,9183,transfer,false
3028,209,deposit,false
519:831,6029,transfer,false
3561,5485,deposit,false
2908,2220,deposit,false
2247,5494,deposit,false
3115:3081,5129,transfer,false
4192,9888,deposit,false
3072:3250,6072,transfer,false
1625:1210,5844,transfer,false
4368,7942,deposit,false
3454:3779,5635,transfer,false
426,9546,deposit,false
535,4480,deposit,false
2202,136,deposit,false
3430:4455,5978,transfer,false
2790,9438,deposit,false
180:1000,2780,transfer,false
4123:3555,7902,transfer,false
956:322,8411,transfer,false
34:616,9147,transfer,false
1221,4476,deposit,true
2781:2572,2910,transfer,false
648:203,4069,transfer,false
3889:3442,1503,transfer,false
3607,7926,deposit,false
2652:2866,2864,transfer,false
3424:3790,3897,transfer,false
83:622,9323,transfer,false
2063:1818,1269,transfer,false
1700,3266,deposit,false
1771:1161,8423,transfer,false
2202:1264,5386,transfer,false
3949,9578,deposit,false
48:868,5305,transfer,false
1990:1130,4184,transfer,false
505:298,2171,transfer,false
3672:3845,4544,transfer,false
2719:2453,1736,transfer,false
4183,3378,deposit,false
1755:1135,6575,transfer,false
3872,6186,deposit,false
1742,7401,deposit,false
964,7630,deposit,false
167:727,3804,transfer,false
3243,7115,deposit,false
1837,4361,deposit,false
1261,3762,deposit,false
464:85:85,9536,transfer,true
1461,4465,deposit,false
741:693,9377,transfer,false
4351,2411,deposit,false
4293,4947,deposit,false
2498,206,deposit,false
4350,7231,deposit,false
2213,7066,deposit,false
232:36:36,196,transfer,false
1757:1138,3013,transfer,false
492:139,3860,transfer,false
3263,1529,deposit,false
2103,9844,deposit,false
3356,2573,deposit,false
1371,3064,deposit,false
3738,298,deposit,false
11:5:5,1904,transfer,false
4097,1125,deposit,false
1652,7592,deposit,false
4041,3212,deposit,false
3713:3407,3576,transfer,false
503,4244,deposit,true
273,192,deposit,true
272,5691,deposit,false
3638,5133,deposit,false
1849,9691,deposit,false
1794,3412,deposit,false
3232:2872,4451,transfer,false
3282,5609,deposit,false
3904,5129,deposit,false
163,3480,deposit,false
1788:1224,1953,transfer,false
3751,2759,deposit,false
567:10:10,7163,transfer,false
2487:3118,6240,transfer,false
3267:2548,8629,transfer,false
3893,8578,deposit,false
1215,398,deposit,false
1805,9700,deposit,false
873:13:13,6407,transfer,false
2202:1440,7257,transfer,false
792,6481,deposit,false
1928,7178,deposit,false
2397:2977,5477,transfer,false
4268:3512,2033,transfer,false
2857:2335,9691,transfer,false
2271:2943,566,transfer,false
2526:2286,1350,transfer,false
3686:4206,2132,transfer,false
2519:2389,4327,transfer,false
967:99:99,4749,transfer,false
2851:2255,5838,transfer,false
799,2294,deposit,false
768,5143,deposit,false
614,1909,deposit,false
3168,8479,deposit,false
99:315,5255,transfer,false
3028:2260,8700,transfer,false
399,8346,deposit,false
3561:4375,8679,transfer,false
3419,6755,deposit,false
2908:2263,8496,transfer,false
1581,8426,deposit,false
2709,8571,deposit,false
2247:1657,2790,transfer,false
4192:3697,4749,transfer,false
2747,4545,deposit,false
4368:3991,2912,transfer,false
3162,9579,deposit,false
426:532,5134,transfer,false
3094,2975,deposit,false
18,4257,deposit,false
535:601,4229,transfer,false
2647,8287,deposit,false
1035,4406,deposit,false
2202:1726,9762,transfer,false
958,7221,deposit,false
2790:2349,3331,transfer,false
1221:1338,832,transfer,false
2365,7632,deposit,false
3478,7323,deposit,false
3607:3578,5635,transfer,false
1696,2046,deposit,false
3504,3538,deposit,false
1700:1984,6873,transfer,false
2270,5774,deposit,false
1503,9980,deposit,false
3949:3997,3072,transfer,false
377,8033,deposit,false
514,8128,deposit,false
525,4688,deposit,false
4183:4243,2302,transfer,false
3872:3673,9871,transfer,false
1742:2198,6610,transfer,false
964:213,7026,transfer,false
2538,4101,deposit,false
3243:2565,9777,transfer,false
174,3980,deposit,false
3145,5974,deposit,false
1837:2185,3262,transfer,false
1181,6484,deposit,false
1261:1658,7827,transfer,false
1461:1685,6646,transfer,false
278,5195,deposit,false
4351:4102,9370,transfer,false
4293:3460,4083,transfer,false
2118,8587,deposit,false
2498:2782,3988,transfer,false
2017,2406,deposit,false
1245,4265,deposit,false
2388,1291,deposit,false
3146,7610,deposit,false
1920,2536,deposit,false
4350:4068,45,transfer,false
2213:2100,2157,transfer,false
2562,5612,deposit,false
3263:2851,6676,transfer,false
372,8283,deposit,false
2103:1699,5048,transfer,false
3356:2463,3971,transfer,false
74,7022,deposit,false
1371:1759,7468,transfer,false
1721,6186,deposit,false
113,4172,deposit,true
3738:3411,7761,transfer,false
4097:3514,9765,transfer,false
2703,2005,deposit,false
1652:2191,3681,transfer,false
1763,6926,deposit,false
4004,1355,deposit,false
1603,9588,deposit,false
4041:3380,7780,transfer,false
503:859,9024,transfer,false
1251,5009,deposit,false
273:1073,732,transfer,false
272:1060,2521,transfer,false
3638:3385,8236,transfer,false
2550,3823,deposit,false
1263,8239,deposit,false
1849:2141,1438,transfer,false
1794:1778,4951,transfer,false
3282:3109,273,transfer,false
3904:3388,9658,transfer,false
163:533,3018,transfer,false
3751:3474,3856,transfer,false
3893:3690,5881,transfer,false
1215:1937,6527,transfer,false
1805:1812,5359,transfer,false
2862,6269,deposit,false
4183,3379,deposit,false
1522,2781,deposit,false
792:560,6813,transfer,false
1928:2246,9219,transfer,false
799:975,7939,transfer,false
768:574,7420,transfer,false
1550,3252,deposit,false
4157,4525,deposit,false
614:634,2555,transfer,false
205,8677,deposit,false
3168:3323,9237,transfer,false
982,9262,deposit,false
4458,1406,deposit,false
1039,9263,deposit,false
3826,6421,deposit,false
399:1066,8451,transfer,false
3419:3907,2572,transfer,true
879,5221,deposit,false
1581:1634,4159,transfer,false
3041,8432,deposit,true
2709:3310,8329,transfer,false
2747:2783,564,transfer,false
346,5637,deposit,false
3656,6459,deposit,false
158,527,deposit,false
1891,3281,deposit,false
2421,5827,deposit,false
738,4230,deposit,true
1799,7453,deposit,false
3162:2810,6168,transfer,false
3009,1120,deposit,false
4483,8007,deposit,true
4392,4266,deposit,false
410,6528,deposit,false
3094:3225,8865,transfer,false
346,5331,deposit,true
18:1016,3785,transfer,false
3472,8073,deposit,false
2647:2824,3947,transfer,false
1176,9336,deposit,false
1035:653,1050,transfer,false
958:812,6056,transfer,false
3974,3236,deposit,false
2365:2884,6535,transfer,false
3478:3976,7290,transfer,false
2475,5003,deposit,false
1696:1870,1366,transfer,false
3504:3588,7793,transfer,false
2270:3316,5816,transfer,false
1503:1315,5830,transfer,false
1929,6849,deposit,false
377:687,9289,transfer,false
514:1121,3477,transfer,false
1746,2303,deposit,false
3316,7197,deposit,false
525:509,9272,transfer,false
2538:3266,6407,transfer,false
174:745,1989,transfer,false
2256,1545,deposit,false
3145:2903,2463,transfer,false
1181:1554,2810,transfer,false
3791,2523,deposit,false
278:190,6834,transfer,false
3639,8131,deposit,false
2017:1472,8739,transfer,false
1245:2113,8466,transfer,false
3041,1554,deposit,false
1594,8595,deposit,false
2388:3062,1975,transfer,false
134,9924,deposit,false
3146:2937,8468,transfer,false
1920:1185,1764,transfer,false
2562:3371,9538,transfer,false
372:429,498,transfer,false
3348,6525,deposit,false
1041,1042,deposit,false
74:57:57,2523,transfer,false
3443,4859,deposit,false
1721:1213,8462,transfer,false
113:347,2169,transfer,false
1584,5794,deposit,false
4473,1828,deposit,false
751,9244,deposit,false
4104,6934,deposit,false
2703:2759,4244,transfer,false
4223,4665,deposit,false
1763:1594,9297,transfer,false
4004:4234,3277,transfer,false
1603:2188,6953,transfer,false
2212,2288,deposit,false
617,3535,deposit,false
2081,1014,deposit,false
1251:1448,8589,transfer,false
366,9098,deposit,false
2538,4206,deposit,false
198,7572,deposit,false
2306,7708,deposit,false
2550:2995,3479,transfer,false
4133,1718,deposit,false
541,3188,deposit,false
540,4488,deposit,false
1263:1329,7444,transfer,false
3911,3510,deposit,false
4180,5342,deposit,false
653,9701,deposit,false
2862:2440,6227,transfer,false
801,2355,deposit,false
4183:4448,6267,transfer,true
1522:1315,5892,transfer,false
2436,3895,deposit,false
1550:1658,5982,transfer,false
4157:4435,9602,transfer,false
2901,7405,deposit,false
4264,1371,deposit,false
205:988,6381,transfer,true
982:60:60,9824,transfer,false
232,8774,deposit,false
4458:3908,2014,transfer,false
1039:88:88,3482,transfer,false
885,580,deposit,false
3826:3935,2113,transfer,false
2275,7932,deposit,false
2633,6665,deposit,false
879:469,4628,transfer,false
4394,3875,deposit,false
2900,4684,deposit,false
3041:2679,6851,transfer,false
346:1063,3088,transfer,false
4371,3071,deposit,false
3438,7729,deposit,false
2489,1616,deposit,true
3656:4350,4880,transfer,false
517,9265,deposit,false
3802,9759,deposit,false
158:323,7011,transfer,false
1891:1198,4876,transfer,false
1370,8919,deposit,false
2421:2307,9387,transfer,false
4372,6702,deposit,false
738:204,5768,transfer,false
973,9386,deposit,false
1169,8607,deposit,false
4270,5589,deposit,false
1799:1837,8665,transfer,false
3009:2597,8764,transfer,false
1728,5193,deposit,false
4483:3949,2079,transfer,false
4392:4009,9048,transfer,false
4373,3930,deposit,false
410:190,5535,transfer,false
4197,5255,deposit,false
346:533,5602,transfer,false
3472:4441,4321,transfer,false
4019,9874,deposit,false
1176:1508,9169,transfer,false
2990,3609,deposit,false
1210,1374,deposit,false
3974:4391,7387,transfer,false
451,8377,deposit,false
2475:3238,1994,transfer,false
4149,3790,deposit,false
1390,3637,deposit,false
1723,4791,deposit,false
1929:2223,8188,transfer,false
1746:1603,5110,transfer,true
3316:2310,7368,transfer,true
70,653,deposit,false
2004,5154,deposit,false
4027,6091,deposit,false
2256:2338,4063,transfer,true
4389,2705,deposit,false
42,2557,deposit,false
3791:4028,7681,transfer,false
3639:4187,7623,transfer,false
200,7895,deposit,false
1573,80,deposit,true
3041:2719,1217,transfer,false
1594:1339,6644,transfer,false
537,3366,deposit,false
4029,65,deposit,false
1650,5893,deposit,false
1147,1970,deposit,false
2002,8252,deposit,false
4205,4601,deposit,true
134:73:73,638,transfer,false
3348:3313,2740,transfer,false
1486,6300,deposit,false
2492,9704,deposit,false
2109,1093,deposit,false
1041:712,1564,transfer,false
2990,1252,deposit,false
3443:4062,3816,transfer,false
2899,9503,deposit,false
1430,3912,deposit,false
1584:1847,5901,transfer,false
4473:4496,2444,transfer,false
751:383,5850,transfer,false
4104:3884,420,transfer,false
2364,8041,deposit,false
4223:4120,3844,transfer,false
2914,4597,deposit,false
2627,5218,deposit,false
3094,8945,deposit,false
2212:1713,8639,transfer,false
2221,1869,deposit,true
2661,8883,deposit,false
3676,9016,deposit,false
617:1098,2445,transfer,false
3152,2834,deposit,true
2081:1974,1583,transfer,false
366:478,4727,transfer,false
2538:2573,4800,transfer,false
3096,1624,deposit,false
198:214,2393,transfer,false
2306:2454,8141,transfer,false
1624,7742,deposit,false
4133:3565,4347,transfer,false
541:722,4248,transfer,false
540:588,3230,transfer,false
3715,1430,deposit,false
2187,9226,deposit,false
3911:3804,7827,transfer,false
3896,8728,deposit,false
4180:3432,4796,transfer,false
653:849,2581,transfer,false
801:67:67,6588,transfer,false
2436:2440,4598,transfer,true
2901:2783,2738,transfer,true
4264:3722,3026,transfer,false
232:221,9543,transfer,false
885:427,140,transfer,false
502,3733,deposit,false
2275:2323,7306,transfer,false
2633:2962,3512,transfer,false
4394:4363,2194,transfer,false
2900:2633,4337,transfer,false
4371:3435,1793,transfer,false
606,3782,deposit,false
3438:3463,7932,transfer,false
2489:3348,4546,transfer,false
517:11:11,9859,transfer,false
1026,2463,deposit,false
3802:3844,1190,transfer,false
1370:1192,9192,transfer,false
1316,1722,deposit,false
659,984,deposit,false
537,6254,deposit,false
1632,1269,deposit,false
4372:4438,6236,transfer,true
901,305,deposit,false
973:400,6666,transfer,false
598,2262,deposit,false
2900,7539,deposit,false
1169:1346,3539,transfer,false
4270:3698,857,transfer,false
1728:1552,4427,transfer,false
3256,1669,deposit,false
4373:3579,9143,transfer,false
4197:3565,8887,transfer,false
4019:3908,2244,transfer,false
2990:2728,6178,transfer,false
3522,6116,deposit,false
1210:1136,4376,transfer,false
451:970,9483,transfer,false
4149:3448,1405,transfer,false
4456,741,deposit,false
737,2342,deposit,false
1390:1525,5400,transfer,false
1723:2095,2450,transfer,false
3238,2308,deposit,false
293,2087,deposit,false
497,6836,deposit,false
865,2438,deposit,false
845,1446,deposit,false
2783,9238,deposit,false
2538,9389,deposit,false
70:406,1645,transfer,false
1188,1316,deposit,false
1141,6851,deposit,false
422,6178,deposit,false
2693,134,deposit,true
2004:1531,19,transfer,true
4027:4087,4021,transfer,false
4389:3758,2236,transfer,false
42:756,5698,transfer,false
2600,6417,deposit,false
1768,3179,deposit,false
200:82:82,7322,transfer,false
1573:1881,530,transfer,false
4443,5132,deposit,false
217,6147,deposit,false
537:343,5974,transfer,false
4029:4473,4190,transfer,false
2445,6513,deposit,true
1650:1207,51,transfer,false
4064,6376,deposit,false
3938,2866,deposit,false
1070,685,deposit,false
1147:1468,9572,transfer,false
2002:1350,9831,transfer,false
4205:3853,9540,transfer,false
1584,1379,deposit,false
700,93,deposit,false
2710,9416,deposit,false
1486:1169,6449,transfer,false
2631,618,deposit,false
2291,5356,deposit,false
2492:2464,7716,transfer,false
1486,4103,deposit,false
2456,5761,deposit,false
1727,3360,deposit,false
2109:1465,5209,transfer,false
2990:2972,6412,transfer,false
4472,8658,deposit,false
3661,3154,deposit,false
2899:2838,1693,transfer,false
608,1915,deposit,false
872,6577,deposit,false
1523,1794,deposit,false
363,875,deposit,false
1430:1471,128,transfer,false
2364:3099,9775,transfer,false
2914:2317,127,transfer,false
2627:2471,6987,transfer,false
1182,8570,deposit,false
